,n1,rel,n2
1761,unashamed.a.01,antonym,discredited.s.02
1762,assertive.a.01,antonym,unassertive.a.01
1763,assertive.a.01,antonym,unassertive.a.01
1764,assertive.a.01,antonym,unassertive.a.01
1765,assertive.a.01,antonym,reticent.s.03
1766,assertive.a.01,antonym,reticent.s.03
1767,assertive.a.01,antonym,reticent.s.03
1768,assertive.a.01,antonym,reticent.s.03
1769,assertive.a.01,antonym,reticent.s.03
1770,assertive.a.01,antonym,reticent.s.03
1771,assertive.a.01,antonym,nonassertive.s.01
1772,assertive.a.01,antonym,nonassertive.s.01
1773,assertive.a.01,antonym,nonassertive.s.01
1774,assertive.a.01,antonym,reticent.s.03
1775,assertive.a.01,antonym,reticent.s.03
1776,assertive.a.01,antonym,reticent.s.03
1777,unassertive.a.01,antonym,emphatic.s.03
1778,unassertive.a.01,antonym,assertive.a.01
1779,unassertive.a.01,antonym,cocky.s.01
1780,unassertive.a.01,antonym,emphatic.s.03
1781,associative.a.01,antonym,nonassociative.a.01
1782,associative.a.01,antonym,nonassociative.a.01
1783,nonassociative.a.01,antonym,associable.s.01
1784,nonassociative.a.01,antonym,associative.a.01
1785,attached.a.03,antonym,unengaged.s.02
1786,attached.a.03,antonym,unengaged.s.02
1787,attached.a.03,antonym,unengaged.s.02
1788,attached.a.03,antonym,unengaged.s.02
1789,attached.a.03,antonym,unengaged.s.02
1790,attached.a.03,antonym,unengaged.s.02
1791,attached.a.03,antonym,unattached.a.02
1792,attached.a.03,antonym,unattached.a.02
1793,unattached.a.02,antonym,involved.s.03
1794,unattached.a.02,antonym,involved.s.03
1795,unattached.a.02,antonym,attached.a.03
1796,unattached.a.02,antonym,attached.a.03
1797,unattached.a.02,antonym,bespoken.s.02
1798,unattached.a.02,antonym,bespoken.s.02
1799,unattached.a.02,antonym,bespoken.s.02
1800,unattached.a.02,antonym,bespoken.s.02
1801,unattached.a.02,antonym,intended.s.02
1802,unattached.a.02,antonym,intended.s.02
1803,affixed.a.01,antonym,unaffixed.a.01
1804,unaffixed.a.01,antonym,glued.s.01
1805,unaffixed.a.01,antonym,glued.s.01
1806,unaffixed.a.01,antonym,mounted.s.01
1807,unaffixed.a.01,antonym,mounted.s.01
1808,unaffixed.a.01,antonym,basifixed.s.01
1809,unaffixed.a.01,antonym,basifixed.s.01
1810,unaffixed.a.01,antonym,appendant.s.01
1811,unaffixed.a.01,antonym,appendant.s.01
1812,unaffixed.a.01,antonym,glued.s.01
1813,unaffixed.a.01,antonym,glued.s.01
1814,unaffixed.a.01,antonym,affixed.a.01
1815,unaffixed.a.01,antonym,affixed.a.01
1816,sessile.a.02,antonym,pedunculate.a.01
1817,sessile.a.02,antonym,pedunculate.a.01
1818,pedunculate.a.01,antonym,sessile.a.02
1819,pedunculate.a.01,antonym,sessile.a.02
1820,sessile.a.01,antonym,free-swimming.s.01
1821,sessile.a.01,antonym,vagile.a.01
1822,sessile.a.01,antonym,free-swimming.s.01
1823,vagile.a.01,antonym,sessile.a.01
1824,attached.a.02,antonym,freestanding.s.01
1825,attached.a.02,antonym,detached.a.04
1826,attached.a.02,antonym,semidetached.s.01
1827,attached.a.02,antonym,freestanding.s.01
1828,detached.a.04,antonym,attached.a.02
1829,stuck.a.01,antonym,unstuck.a.01
1830,unstuck.a.01,antonym,cragfast.s.01
1831,unstuck.a.01,antonym,stuck.a.01
1832,attachable.a.01,antonym,clastic.s.02
1833,attachable.a.01,antonym,detachable.a.01
1834,detachable.a.01,antonym,attachable.a.01
1835,detachable.a.01,antonym,bindable.s.01
1836,detachable.a.01,antonym,tie-on.s.01
1837,detachable.a.01,antonym,bindable.s.01
1838,detachable.a.01,antonym,clip-on.s.01
1839,wary.a.01,antonym,unguarded.s.02
1840,wary.a.01,antonym,unwary.a.01
1841,wary.a.01,antonym,gullible.s.02
1842,unwary.a.01,antonym,on_guard.s.01
1843,unwary.a.01,antonym,wary.a.01
1844,unwary.a.01,antonym,on_guard.s.01
1845,unwary.a.01,antonym,on_guard.s.01
1846,unwary.a.01,antonym,shy.s.03
1847,unwary.a.01,antonym,on_guard.s.01
1848,attentive.a.01,antonym,dreamy.s.01
1849,attentive.a.01,antonym,inattentive.a.01
1850,attentive.a.01,antonym,dreamy.s.01
1851,attentive.a.01,antonym,forgetful.s.03
1852,attentive.a.01,antonym,distracted.s.01
1853,attentive.a.01,antonym,absent.s.03
1854,attentive.a.01,antonym,drowsy.s.02
1855,attentive.a.01,antonym,drowsy.s.02
1856,attentive.a.01,antonym,absent.s.03
1857,attentive.a.01,antonym,distracted.s.01
1858,attentive.a.01,antonym,absent.s.03
1859,attentive.a.01,antonym,dreamy.s.01
1860,attentive.a.01,antonym,absent.s.03
1861,attentive.a.01,antonym,forgetful.s.03
1862,attentive.a.01,antonym,drowsy.s.02
1863,inattentive.a.01,antonym,advertent.s.01
1864,inattentive.a.01,antonym,attentive.a.01
1865,inattentive.a.01,antonym,observant.s.01
1866,inattentive.a.01,antonym,solicitous.s.02
1867,inattentive.a.01,antonym,captive.s.02
1868,inattentive.a.01,antonym,captive.s.02
1869,inattentive.a.01,antonym,advertent.s.01
1870,inattentive.a.01,antonym,captive.s.02
1871,inattentive.a.01,antonym,captive.s.02
1872,inattentive.a.01,antonym,oversolicitous.s.01
1873,inattentive.a.01,antonym,captive.s.02
1874,inattentive.a.01,antonym,captive.s.02
1875,attractive.a.01,antonym,subfusc.s.01
1876,attractive.a.01,antonym,unattractive.a.01
1877,attractive.a.01,antonym,homely.s.01
1878,attractive.a.01,antonym,unprepossessing.s.01
1879,attractive.a.01,antonym,homely.s.01
1880,attractive.a.01,antonym,unprepossessing.s.01
1881,unattractive.a.01,antonym,fetching.s.01
1882,unattractive.a.01,antonym,cunning.s.01
1883,unattractive.a.01,antonym,photogenic.s.01
1884,unattractive.a.01,antonym,hypnotic.s.02
1885,unattractive.a.01,antonym,winsome.s.01
1886,unattractive.a.01,antonym,bewitching.s.01
1887,unattractive.a.01,antonym,bewitching.s.01
1888,unattractive.a.01,antonym,charismatic.s.01
1889,unattractive.a.01,antonym,attractive.a.01
1890,unattractive.a.01,antonym,bewitching.s.01
1891,unattractive.a.01,antonym,personable.s.01
1892,unattractive.a.01,antonym,dinky.s.02
1893,unattractive.a.01,antonym,bewitching.s.01
1894,unattractive.a.01,antonym,hypnotic.s.02
1895,unattractive.a.01,antonym,glossy.s.03
1896,unattractive.a.01,antonym,glossy.s.03
1897,unattractive.a.01,antonym,prepossessing.s.01
1898,unattractive.a.01,antonym,hypnotic.s.02
1899,unattractive.a.01,antonym,bewitching.s.01
1900,unattractive.a.01,antonym,bewitching.s.01
1901,unattractive.a.01,antonym,fetching.s.01
1902,unattractive.a.01,antonym,irresistible.s.02
1903,unattractive.a.01,antonym,charismatic.s.01
1904,unattractive.a.01,antonym,engaging.s.01
1905,unattractive.a.01,antonym,hypnotic.s.02
1906,unattractive.a.01,antonym,cunning.s.01
1907,unattractive.a.01,antonym,fetching.s.01
1908,unattractive.a.01,antonym,engaging.s.01
1909,attractive.a.03,antonym,repulsive.a.02
1910,repulsive.a.02,antonym,attractive.a.03
1911,appealing.a.01,antonym,off-putting.s.02
1912,appealing.a.01,antonym,unattractive.s.02
1913,appealing.a.01,antonym,unappealing.a.02
1914,unappealing.a.02,antonym,appealing.a.01
1915,unappealing.a.02,antonym,attention-getting.s.02
1916,unappealing.a.02,antonym,attractive.s.02
1917,unappealing.a.02,antonym,attention-getting.s.02
1918,attributable.a.01,antonym,unattributable.a.01
1919,unattributable.a.01,antonym,ascribable.s.01
1920,unattributable.a.01,antonym,ascribable.s.01
1921,unattributable.a.01,antonym,ascribable.s.01
1922,unattributable.a.01,antonym,ascribable.s.01
1923,unattributable.a.01,antonym,credited.s.01
1924,unattributable.a.01,antonym,credited.s.01
1925,unattributable.a.01,antonym,attributable.a.01
1926,unattributable.a.01,antonym,attributable.a.01
1927,unattributable.a.01,antonym,ascribable.s.01
1928,unattributable.a.01,antonym,ascribable.s.01
1929,unattributable.a.01,antonym,traceable.s.01
1930,unattributable.a.01,antonym,traceable.s.01
1931,unattributable.a.01,antonym,ascribable.s.01
1932,unattributable.a.01,antonym,ascribable.s.01
1933,attributive.a.01,antonym,predicative.a.01
1934,attributive.a.01,antonym,predicative.a.01
1935,predicative.a.01,antonym,attributive.a.01
1936,predicative.a.01,antonym,attributive_genitive.s.01
1937,pregnant.a.01,antonym,nonpregnant.a.01
1938,nonpregnant.a.01,antonym,big.s.13
1939,nonpregnant.a.01,antonym,big.s.13
1940,nonpregnant.a.01,antonym,big.s.13
1941,nonpregnant.a.01,antonym,big.s.13
1942,nonpregnant.a.01,antonym,pregnant.a.01
1943,nonpregnant.a.01,antonym,big.s.13
1944,nonpregnant.a.01,antonym,big.s.13
1945,nonpregnant.a.01,antonym,big.s.13
1946,nonpregnant.a.01,antonym,big.s.13
1947,audible.a.01,antonym,breathed.s.01
1948,audible.a.01,antonym,breathed.s.01
1949,audible.a.01,antonym,inaudible.a.01
1950,audible.a.01,antonym,inaudible.a.01
1951,audible.a.01,antonym,infrasonic.s.01
1952,audible.a.01,antonym,infrasonic.s.01
1953,audible.a.01,antonym,supersonic.s.02
1954,audible.a.01,antonym,supersonic.s.02
1955,audible.a.01,antonym,unheard.s.01
1956,audible.a.01,antonym,unheard.s.01
1957,audible.a.01,antonym,supersonic.s.02
1958,audible.a.01,antonym,supersonic.s.02
1959,audible.a.01,antonym,silent.s.04
1960,audible.a.01,antonym,silent.s.04
1961,audible.a.01,antonym,silent.s.04
1962,audible.a.01,antonym,silent.s.04
1963,audible.a.01,antonym,breathed.s.01
1964,audible.a.01,antonym,breathed.s.01
1965,inaudible.a.01,antonym,sonic.s.02
1966,inaudible.a.01,antonym,sonic.s.02
1967,inaudible.a.01,antonym,audible.a.01
1968,inaudible.a.01,antonym,audible.a.01
1969,inaudible.a.01,antonym,sounding.s.03
1970,inaudible.a.01,antonym,sounding.s.03
1971,inaudible.a.01,antonym,clunky.s.02
1972,inaudible.a.01,antonym,clunky.s.02
1973,sonic.a.01,antonym,subsonic.a.01
1974,sonic.a.01,antonym,subsonic.a.01
1975,sonic.a.01,antonym,supersonic.a.01
1976,sonic.a.01,antonym,supersonic.a.01
1977,subsonic.a.01,antonym,sonic.a.01
1978,subsonic.a.01,antonym,supersonic.a.01
1979,supersonic.a.01,antonym,sonic.a.01
1980,supersonic.a.01,antonym,subsonic.a.01
1981,auspicious.a.01,antonym,inauspicious.a.01
1982,auspicious.a.01,antonym,unpromising.s.01
1983,inauspicious.a.01,antonym,bright.s.10
1984,inauspicious.a.01,antonym,bright.s.10
1985,inauspicious.a.01,antonym,auspicious.a.01
1986,inauspicious.a.01,antonym,auspicious.a.01
1987,inauspicious.a.01,antonym,bright.s.10
1988,inauspicious.a.01,antonym,bright.s.10
1989,inauspicious.a.01,antonym,bright.s.10
1990,inauspicious.a.01,antonym,bright.s.10
1991,inauspicious.a.01,antonym,fortunate.s.03
1992,inauspicious.a.01,antonym,fortunate.s.03
1993,inauspicious.a.01,antonym,fortunate.s.03
1994,inauspicious.a.01,antonym,fortunate.s.03
1995,propitious.a.01,antonym,ill.s.05
1996,propitious.a.01,antonym,unpropitious.a.01
1997,propitious.a.01,antonym,ill.s.05
1998,propitious.a.01,antonym,thunderous.s.02
